Test case #1
54
129860272 973530259
785384845 831331115
321079691 943330968
298455316 898278690
306592694 889861636
423813196 391247475
412234750 170350730
802196467 73895984
121116996 914771549
80049081 710139923
604234179 693862637
483888094 754607503
648231336 437091773
531002125 792821709
412893811 403893724
691557256 404668855
641467714 560335178
448733292 205253397
174213436 804253865
12954552 286404297
984045594 642443396
522331218 962016985
704198016 745793390
222344741 816268210
592764623 215678754
978421173 837616592
464152886 806116966
161071976 568140343
710181510 807542780
680763462 927669009
716333827 202636895
38908433 911197080
135933795 533203705
474521150 852753911
211303107 901376554
644893810 739153410
124018329 811621491
55021410 455037593
214597371 788137932
725749344 921215362
794970786 913619187
426878303 660465290
317534562 441939578
624552515 745116630
613047890 180578883
938443849 256774548
932427926 756697666
515880625 870744164
896557244 894250864
57498720 178009919
436045987 545044871
963431681 162588273
163679570 560859617
246036768 620827180
82253421 492276486
359927453 688613038
535040527 750551425
937591945 606546653
965509496 661916098
239378449 646486903
238216371 970634681
404234166 391092118
83801545 268168829
326509240 388500214
52432542 448079407
108193630 847866060
255384617 508957600
301476383 118451711
284668012 292041426
949971767 158906458
13652404 462468146
450832532 166716749
39517979 193008611
732562019 541030383
632123772 383821127
998128843 783115515
838776050 837141691
951690333 110811338
676425765 747587258
468967855 672395616
446272490 991968485
161926048 149846072
671707543 936997958
981256798 345405269
111247725 277705167
590127705 110429073
525535661 854300077
291234972 703376461
959148468 978722272
294438568 200293322
46481517 444621930
796418234 117085410
588728668 487516296
23889074 532508877
767874284 523237829
642719879 648534446
598240120 319448765
506908865 84517999
219984154 103724590
712566056 310972121
696357835 200048832
649551084 803134933
603329044 581464609
591634189 655431997
775869806 717992197
277941316 548014533
46835605 485320673
74496747 439601655
401975397 601601609
554683978 123871425
791336613 829042213
599563023 951945995
620645637 774243912
116438277 583526784
710782211 273590103
958468363 897987021
827987788 268207794
304169055 902524240
506435967 778810520
592050147 602997196
834777322 201849858
603633436 138945145
562445367 835951107
697841181 200010616
315837130 332014782
628112747 359231311
361748831 65493430
829881613 62728612
108081291 775538937
734834967 682381617
436977135 851170424
72042559 227897548
338959387 421943669
571778742 719439711
2614861 583956841
805263376 653866138
214062701 932749911
396909467 759034553
30251818 772010991
574984819 655329518
396647725 727683769
454689841 390788718
35953946 403026027
171265131 7243847
236321881 503964128
315259370 912729899
436570524 430278519
85984176 942293464
979900098 56677804
641683771 906082668
310315129 437285583
124211944 859974491
415179857 602023326
785378460 583933145
653000014 433278610
370561599 584632123
195064167 112397828
19954731 411819943
816466580 866569424
173711821 571279001
543785610 806446279
495504576 979055519
891151968 335150631
777491841 983209268
367149274 373966680
398258535 39683499
653352967 192572571
835446845 445021987
680595737 146762248
585552807 932330428


Answer:
57

Test case #5
389
602416209 376512594
974565260 489169333
173228150 521603327
304321751 494819288
546535141 747322014
173608519 300770728
692429727 581373133
707390795 253692381
873485088 379725056
395480315 834634075
814006754 167657359
596078815 359604803
828662721 151267173
299347513 577967840
435529185 160040091
484960942 575658524
442718206 919979400
626378522 577693103
735259141 378664954
502594315 884243662
926429241 893575202
706281717 235871041
875599717 975005569
199053601 905813438
223718446 494064
487039940 158827868
407650535 869944225
437233687 170847467
713681419 242311352
896042009 659058356
474351267 335099617
786787941 754128168
238572706 89232520
594641110 761710971
234333213 787853542
165051211 256322401
485750539 606911540
107640624 506634002
386565941 663617204
5054659 199030320
561766930 374308513
670415847 510731211
73981096 677218225
16341396 921704203
136760901 31525353
539254437 942512125
409052541 330654028
474199365 208056339
711795256 551102672
941826512 457080709
492956991 377717732
940718761 188472521
198898387 838318569
697542177 485678945
508564755 136407775
716851414 577375726
900262250 191297684
266105892 247909315
719903659 704152195
91170674 50201582
212605998 559229522
298109890 257024305
715785244 200770138
698748808 521267842
758027333 353023780
854054358 714304088
776837724 945740725
636810674 360078402
376204640 419498444
405297323 276215772
272202897 903918154
844081602 421574958
549671983 588969539
109902959 382859632
257998474 374127859
42013501 118145887
966851202 244861781
771991057 660666739
762026605 941461718
447200708 757197954
402234055 217161529
64015741 454682398
693213046 714632326
158237727 294670514
215445711 18441159
556632525 863696783
831633825 213313013
185408754 118814935
819931236 756162958
521609319 518495151
497104120 575854830
90360986 487023157
478988551 914386270
986826332 834832879
5790313 122293252
840275939 250204976
721712617 457503611
650277916 89906854
136452134 573795927
137768208 205057095
501613327 332036837
949496026 664795021
78026295 143575775
922656347 830023858
573067193 15962322
735294440 799351445
879552517 887276080
692764900 774897449
758751737 960865673
876700478 904459198
852037509 777544214
839769741 739196805
523282009 172261706
220907197 287813465
516339805 835494428
830108155 215835815
444336680 427137871
270324608 444981172
403290076 237191325
708436419 219116411
389810446 469221689
77055829 374230762
445146704 358519906
25469304 101318778
379097990 676690415
311442977 888336572
814012619 933301036
742290029 497606330
189046895 531258470
470085005 742210388
442974444 796852332
906081073 703386974
72516215 709874006
298263482 531777323
765861355 578028040
292554435 942082768
224858616 744151560
726686227 635691545
858477378 438707065
94039546 568695416
918580233 288763400
18989661 476496439
69246802 437828312
75440111 636239256
531154952 627060433
574220330 264898048
730708269 441391103
87224742 493046183
474851858 432031874
991622486 998509511
938026929 468492167
618710500 342397376
803867729 864461611
557356545 139796209
854626521 870585864
66206666 148428127
698129547 15188957
136357153 941163148
274115392 445386456
813215399 705044230
606227791 79463965
50422635 930118193
400565133 689732024
84855580 578535657
482496031 327956514
962764489 908843109
983881726 325948329
243779017 309858634
116480056 503044074
232635848 451235386
505479072 979143027
332682646 355594899
228185783 55129075
576380924 251123686
510894477 504467260
614789638 901631889
70056357 328569187
746155250 721844092
147116685 468092860
134808797 66949642
350525767 374024162
330664003 949282057
758189255 277261293
697524964 429178135
322530653 560648580
10670829 802704597
417024082 827685519
339287565 650350372
683559988 204254660
494757322 358764083
71092938 230463175
21953042 772614637
607324473 426840517
912723972 146484692
864197526 867539881
819206917 583332751
379773463 846794850
313608620 523329677
999941719 212784260
129435721 680779984
351179106 704713907
496874914 902209111
443174634 66134136
504961617 593677542
995960117 322207531
549876107 792382907
511725250 648173550
404018183 198684461
180956085 845572188
444241894 179615409
731234300 925161766
92838703 768742525
649290307 233922315
263238416 781160876
932326758 220445202
261941590 548679601
783302403 767710548
374675842 170177790
263963565 35231700
923341542 280974078
224008629 388718398
684707709 772219865
910127668 484758270
658434359 249921276
662963572 598177847
990622666 342197702
253855172 935421336
506899367 419336275
67387715 121026437
102973811 810578486
927857924 70957733
522960226 873694894
925254443 69231654
161284625 124179861
461732506 922967125
128034637 624812417
942411980 168507704
519902156 670186239
835235435 729022108
11318645 152763162
72539769 821268101
352854756 796797331
71085275 741953133
173918375 812191053
495743634 432101961
288647726 252056411
563656221 502830600
924127396 558623810
930458119 985832049
990074463 9851658
149218435 85645829
718738249 51421276
64421547 937525993
917606817 326487547
308906264 592095737
589177480 450140651
986735852 651093828
453264585 284707938
595868361 205443104
263581273 734337132
212342390 577336987
196652526 303327846
498809589 369490626
373129440 563508260
246724794 442041095
133251435 381080428
651711668 330655490
366670910 872242923
875642095 174824256
344011074 422724188
420096967 141588814
314959010 593389180
903694182 181844633
393022459 846066895
830794549 244498109
183439888 362156647
202909991 656619541
157781649 185212755
767374321 69284903
450808701 384549428
545373678 691233933
531997716 837222534
962770881 636727021
73853073 868015567
410909956 812090014
469709469 677227065
946735887 690542249
570114830 794173212
880835636 504858294
155947298 178457593
554931939 251600714
726782783 986830610
330809093 588359417
823640840 109435676
47401745 192666623
836346186 249891684
297240603 643604378
659661277 826766110
85678484 476888619
451431376 456901712
61401902 364706036
173279911 544981688
790299295 956430769
153375020 983938352
153739630 430934917
392474303 474032878
682255657 334894749
137603580 31242202
536982576 810511170
47213862 589448483
413575797 209828788
176966124 947584482
337795275 114514780
955785472 794652391
910788278 905023422
422087705 683528050
877003525 337226024
732222133 21366193
464432577 534959456
301402546 885350517
174872146 145060552
170228675 537893813
48658155 801425174
227839151 412846279
219274476 982293601
315441122 201747768
431486950 100735793
382135157 312717034
811126869 422370543
805949973 621940387
147241788 209237103
744526655 862870278
62079786 519644667
400105899 661271812
343541967 764577298
825650057 16777039
285875477 117696636
588886266 490113793
425881794 293567557
607165514 876348360
679170176 979875106
767000680 863570200
301382274 301470131
951859249 259739287
384356560 459667113
589072138 160072451
34501437 908085031
342336905 485858089
690457699 593408275
21801107 769199130
6866856 984040099
904675129 704840982
816168476 800187827
205114061 393842561
136696653 994661924
7976869 979788004
53112376 522081916
